"ShipID","Name","Nation","Type","Tier","Hitpoints","TorpReloadTimeSec","TorpFiringRange","NumMainTurrets","FiringRange","ReloadTimesec","ShellType"
"4284396912","Cerberus","commonwealth","Cruiser","10","47300","96","13.5","4","0.0",,
"4290689008","St.?Louis","usa","Cruiser","3","27300",,,"10","0.0",,
"4290721776","Wyoming","usa","Battleship","4","41500",,,"6","0.0",,
"4293867504","South Carolina","usa","Battleship","3","29000",,,"4","0.0",,
"4293801680","Tachibana","japan","Destroyer","2","7000","22","5.0","5","0.0",,
"4286494416","My?k?","japan","Cruiser","7","37400","70","10.0","5","0.0",,
"4293834096","Sutlej","commonwealth","Cruiser","1","6450",,,"3","0.0",,
"4287575760","Kong?","japan","Battleship","5","49500",,,"4","0.0",,
"4282333168","North Carolina","usa","Battleship","8","53700",,,"3","0.0",,
"4293834544","Hermelin","germany","Cruiser","1","4500",,,"2","0.0",,
"4292753392","Sampson","usa","Destroyer","2","8500","22","5.0","4","0.0",,
"4288624336","Fus?","japan","Battleship","6","44900",,,"6","0.0",,
"4291737584","Albany","usa","Cruiser","2","16500",,,"6","0.0",,
"4282300112","Ibuki","japan","Cruiser","9","35100","101","10.0","5","0.0",,
"4286461936","Benson","usa","Destroyer","8","12800","109","9.2","5","0.0",,
"4291770064","My?gi","japan","Battleship","4","42800",,,"3","0.0",,
"4286527472","Colorado","usa","Battleship","7","49000",,,"4","0.0",,
"4293801424","Gremyashchy","ussr","Destroyer","5","13100","69","8.0","4","0.0",,
"4289640144","Furutaka","japan","Cruiser","5","28300","90","6.0","3","0.0",,
"4288591856","Atlanta","usa","Cruiser","7","27500","98","4.5","8","0.0",,
"4285445840","Mogami","japan","Cruiser","8","35500","101","10.0","5","0.0",,
"4284430032","Nagato","japan","Battleship","7","49000",,,"4","0.0",,
"4289607664","Farragut","usa","Destroyer","6","10900","88","5.5","5","0.0",,
"4293834736","Erie","usa","Cruiser","1","4950",,,"4","0.0",,
"4284397328","Utrecht","netherlands","Cruiser","10","37700",,,"6","0.0",,
"4291737040","Murmansk","ussr","Cruiser","5","26800","69","8.0","8","0.0",,
"4284397008","Diana Lima","ussr","Cruiser","2","22100",,,"8","0.0",,
"4292785616","Diana","ussr","Cruiser","2","22100",,,"8","0.0",,
"4290655952","Minekaze","japan","Destroyer","5","9600","42","7.0","4","0.0",,
"4291704528","Isokaze","japan","Destroyer","4","9000","39","7.0","3","0.0",,
"4284429648","Libertad","pan_america","Battleship","10","85500",,,"6","0.0",,
"4289640432","Omaha","usa","Cruiser","5","23100","66","5.5","10","0.0",,
"4292786160","Chester","usa","Cruiser","2","15100",,,"4","0.0",,
"4288624624","New York","usa","Battleship","5","42600",,,"5","0.0",,
"4292818896","Warspite","uk","Battleship","6","53800",,,"4","0.0",,
"4283348976","Jacksonville","usa","Cruiser","11","52000",,,"5","0.0",,
"4292818736","Tirpitz","germany","Battleship","8","69300","90","6.0","4","0.0",,
"4284364624","Cassard","france","Destroyer","10","20500","120","13.5","3","0.0",,
"4292785968","Dresden","germany","Cruiser","2","15800",,,"10","0.0",,
"4293866960","Imperator Nikolai I","ussr","Battleship","4","44800",,,"4","0.0",,
"4293867216","Kawachi","japan","Battleship","3","35800",,,"6","0.0",,
"4288559088","Mahan","usa","Destroyer","7","11700","88","6.4","5","0.0",,
"4293834192","Aurora","ussr","Cruiser","3","22500",,,"14","0.0",,
"4290688720","Y?bari","japan","Cruiser","4","18700","49","6.0","2","0.0",,
"4292753104","Umikaze","japan","Destroyer","2","8600","22","5.0","2","0.0",,
"4287542992","Aoba","japan","Cruiser","6","30500","102","10.0","3","0.0",,
"4286527184","Ishizuchi","japan","Battleship","4","45700",,,"5","0.0",,
"4283381456","Mikasa","japan","Battleship","2","31200",,,"2","0.0",,
"4284396912","Cerberus","commonwealth","Cruiser","10","47300","96","13.5","4","0.0",,
"4290689008","St.?Louis","usa","Cruiser","3","27300",,,"10","0.0",,
"4290721776","Wyoming","usa","Battleship","4","41500",,,"6","0.0",,
"4293867504","South Carolina","usa","Battleship","3","29000",,,"4","0.0",,
"4293801680","Tachibana","japan","Destroyer","2","7000","22","5.0","5","0.0",,
"4286494416","My?k?","japan","Cruiser","7","37400","70","10.0","5","0.0",,
"4293834096","Sutlej","commonwealth","Cruiser","1","6450",,,"3","0.0",,
"4287575760","Kong?","japan","Battleship","5","49500",,,"4","0.0",,
"4282333168","North Carolina","usa","Battleship","8","53700",,,"3","0.0",,
"4293834544","Hermelin","germany","Cruiser","1","4500",,,"2","0.0",,
"4292753392","Sampson","usa","Destroyer","2","8500","22","5.0","4","0.0",,
"4288624336","Fus?","japan","Battleship","6","44900",,,"6","0.0",,
"4291737584","Albany","usa","Cruiser","2","16500",,,"6","0.0",,
"4282300112","Ibuki","japan","Cruiser","9","35100","101","10.0","5","0.0",,
"4286461936","Benson","usa","Destroyer","8","12800","109","9.2","5","0.0",,
"4291770064","My?gi","japan","Battleship","4","42800",,,"3","0.0",,
"4286527472","Colorado","usa","Battleship","7","49000",,,"4","0.0",,
"4293801424","Gremyashchy","ussr","Destroyer","5","13100","69","8.0","4","0.0",,
"4289640144","Furutaka","japan","Cruiser","5","28300","90","6.0","3","0.0",,
"4288591856","Atlanta","usa","Cruiser","7","27500","98","4.5","8","0.0",,
